#Seq	Cat	Imp	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
3083	C001649	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	1.05
3084	C001650	003	0	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	1.10
3085	C001651	003	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	1.09
3086	C001652	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.09
3087	C001653	003	0	0.60	2	0.60	0.60	0.7	2	2	0.40	-0.40	0.32	0.32	0.30	-0.30	0.32	0.32	0.32	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.80
3088	C001654	003	0	1.10	2	1.10	1.10	1.2	2	2	0.90	-0.90	0.65	0.65	0.55	-0.55	0.65	0.65	0.65	-0.55	0.55	-0.55	-0.6	0.55	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.91
3089	C001655	003	0	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.31
3090	C001656	003	0	1.10	3	1.40	1.40	1.6	5	6	0.60	-0.60	0.42	0.42	0.37	-0.37	0.34	0.31	0.31	-0.16	0.28	-0.13	-0.1	0.23	0.30	2	0.00	0.20	0.16	0.16	0.15	0.15	0.61
3091	C001657	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3092	C001658	003	0	0.00	0	0.60	0.60	0.6	2	2	0.40	0.20	0.00	0.00	0.00	0.00	0.32	0.32	0.32	0.30	0.30	0.30	0.3	0.30	0.60	2	0.20	0.40	0.32	0.32	0.30	0.30	0.32
3093	C001659	003	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.64
3094	C001660	003	0	0.50	1	0.90	0.90	1	2	4	0.50	-0.50	0.50	0.50	0.50	-0.50	0.45	0.32	0.32	-0.05	0.45	-0.02	0	0.23	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.72
3095	C001661	003	0	0.00	0	0.10	0.10	0.2	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0.1	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.86
3096	C001662	003	0	0.70	2	0.70	0.70	0.8	2	3	0.40	-0.40	0.35	0.35	0.35	-0.35	0.35	0.29	0.29	-0.35	0.35	-0.23	-0.2	0.23	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.74
3097	C001663	003	0	0.70	1	0.70	0.70	0.7	1	2	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.49	0.49	-0.70	0.70	-0.35	-0.3	0.35	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.11
3098	C001664	003	0	3.40	9	3.80	3.80	4.4	11	13	0.80	-0.80	0.43	0.43	0.38	-0.38	0.40	0.37	0.37	-0.27	0.35	-0.23	-0.2	0.29	0.40	2	0.00	0.30	0.22	0.22	0.20	0.20	0.51
3099	C001665	003	0	0.60	1	0.60	0.60	0.7	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.93
3100	C001666	003	0	3.80	7	4.40	4.40	5	9	11	0.80	-0.80	0.61	0.61	0.54	-0.54	0.57	0.51	0.51	-0.36	0.49	-0.29	-0.3	0.40	0.60	2	0.00	0.50	0.36	0.36	0.30	0.30	0.65
3101	C001667	003	0	0.20	1	0.20	0.20	0.2	1	1	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.83
3102	C001668	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.96
3103	C001669	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.02
3104	C001670	003	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.13
3105	C001671	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.22
3106	C001672	003	0	0.00	0	0.50	0.50	0.5	2	2	0.40	0.10	0.00	0.00	0.00	0.00	0.29	0.29	0.29	0.25	0.25	0.25	0.2	0.25	0.50	2	0.10	0.40	0.29	0.29	0.25	0.25	0.83
3107	C001673	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.92
3108	C001674	003	0	0.20	1	0.20	0.20	0.3	1	3	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.12	0.12	-0.20	0.20	-0.07	0	0.07	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.98
3109	C001675	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.99
3110	C001676	003	0	0.00	0	0.80	0.80	0.9	2	2	0.50	0.30	0.00	0.00	0.00	0.00	0.41	0.41	0.41	0.40	0.40	0.40	0.4	0.40	0.80	2	0.30	0.50	0.41	0.41	0.40	0.40	0.82
3111	C001677	003	0	0.30	1	0.40	0.40	0.4	2	2	0.30	-0.30	0.30	0.30	0.30	-0.30	0.22	0.22	0.22	-0.10	0.20	-0.10	0	0.20	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.68
3112	C001678	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.15
3113	C001679	003	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	1.23
3114	C001680	003	0	1.00	2	1.90	1.90	2.1	4	4	0.50	-0.50	0.50	0.50	0.50	-0.50	0.48	0.48	0.48	-0.02	0.47	-0.02	0	0.47	0.90	2	0.40	0.50	0.45	0.45	0.45	0.45	0.73
3115	C001681	003	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.86
3116	C001682	003	0	0.20	1	0.40	0.40	0.6	3	5	0.20	-0.20	0.20	0.20	0.20	-0.20	0.14	0.11	0.11	0.00	0.13	0.00	0	0.08	0.20	2	0.00	0.10	0.10	0.10	0.10	0.10	0.55
3117	C001683	003	0	1.50	2	2.00	2.00	2.1	4	4	0.80	-0.80	0.75	0.75	0.75	-0.75	0.57	0.57	0.57	-0.25	0.50	-0.25	-0.2	0.50	0.50	2	0.10	0.40	0.29	0.29	0.25	0.25	0.68
3118	C001684	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3119	C001685	003	0	0.10	1	0.10	0.10	0.1	1	2	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.07	0.07	-0.10	0.10	-0.05	0	0.05	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.10
3120	C001686	003	0	1.20	2	1.20	1.20	1.3	2	2	0.70	-0.70	0.61	0.61	0.60	-0.60	0.61	0.61	0.61	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.65
3121	C001687	003	0	0.10	1	0.10	0.10	0.1	1	1	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	-0.10	-0.1	0.10	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.81
3122	C001688	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.91
3123	C001689	003	0	0.50	2	0.50	0.50	0.5	2	2	0.40	-0.40	0.29	0.29	0.25	-0.25	0.29	0.29	0.29	-0.25	0.25	-0.25	-0.2	0.25	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.73
3124	C001690	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.11
3125	C001691	003	0	1.70	2	1.70	1.70	1.8	2	2	0.90	-0.90	0.85	0.85	0.85	-0.85	0.85	0.85	0.85	-0.85	0.85	-0.85	-0.9	0.85	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.13
3126	C001692	003	0	0.00	0	0.30	0.30	0.3	1	1	0.30	0.30	0.00	0.00	0.00	0.00	0.30	0.30	0.30	0.30	0.30	0.30	0.3	0.30	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	1.10
3127	C001693	003	0	0.60	1	0.60	0.60	0.6	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.21
3128	C001694	003	0	2.60	5	2.60	2.60	2.9	5	6	0.80	-0.80	0.57	0.57	0.52	-0.52	0.57	0.52	0.52	-0.52	0.52	-0.43	-0.4	0.43	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.75
3129	C001695	003	0	0.10	1	0.10	0.10	0.3	1	3	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.06	0.06	-0.10	0.10	-0.03	0	0.03	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.87
3130	C001696	003	0	0.30	1	0.30	0.30	0.4	1	2	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.21	0.21	-0.30	0.30	-0.15	-0.1	0.15	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.98
3131	C001697	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.04
3132	C001698	003	0	0.80	1	1.10	1.10	1.2	2	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.60	0.60	0.60	-0.25	0.55	-0.25	-0.2	0.55	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.94
3133	C001699	003	0	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	1.14
3134	C001700	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.28
3135	C001701	003	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.24
3136	C001702	003	0	0.00	0	0.50	0.50	0.5	1	1	0.50	0.50	0.00	0.00	0.00	0.00	0.50	0.50	0.50	0.50	0.50	0.50	0.5	0.50	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	1.22
3137	C001703	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	1.11
3138	C001704	003	0	0.10	1	0.80	0.80	1	3	3	0.60	-0.10	0.10	0.10	0.10	-0.10	0.36	0.36	0.36	0.20	0.27	0.20	0.2	0.27	0.70	2	0.10	0.60	0.43	0.43	0.35	0.35	0.70
3139	C001705	003	0	0.50	1	0.50	0.50	0.6	1	2	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.35	0.35	-0.50	0.50	-0.25	-0.3	0.25	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.98
3140	C001706	003	0	0.00	0	0.40	0.40	0.4	2	2	0.30	0.10	0.00	0.00	0.00	0.00	0.22	0.22	0.22	0.20	0.20	0.20	0.2	0.20	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.73
3141	C001707	003	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	1.05
3142	C001708	003	0	0.00	0	0.50	0.50	0.6	2	3	0.40	0.00	0.00	0.00	0.00	0.00	0.29	0.24	0.24	0.25	0.25	0.17	0.2	0.17	0.50	2	0.00	0.40	0.29	0.29	0.25	0.25	0.78
3143	C001709	003	0	0.00	0	0.10	0.10	0.2	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.89
3144	C001710	003	0	0.90	2	0.90	0.90	1	2	2	0.50	-0.50	0.45	0.45	0.45	-0.45	0.45	0.45	0.45	-0.45	0.45	-0.45	-0.5	0.45	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.81
3145	C001711	003	0	1.00	2	1.00	1.00	1.3	2	6	0.70	-0.70	0.54	0.54	0.50	-0.50	0.54	0.31	0.31	-0.50	0.50	-0.17	-0.1	0.17	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.83
3146	C001712	003	0	0.70	2	1.60	1.60	2	7	8	0.40	-0.40	0.35	0.35	0.35	-0.35	0.26	0.24	0.24	0.03	0.23	0.03	0	0.20	0.90	5	0.00	0.40	0.21	0.21	0.18	0.18	0.43
3147	C001713	003	0	0.90	1	1.40	1.40	1.4	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.73	0.73	0.73	-0.20	0.70	-0.20	-0.2	0.70	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	0.86
3148	C001714	003	0	0.50	1	1.20	1.20	1.2	2	2	0.70	-0.50	0.50	0.50	0.50	-0.50	0.61	0.61	0.61	0.10	0.60	0.10	0.1	0.60	0.70	1	0.50	0.70	0.70	0.70	0.70	0.70	0.90
3149	C001715	003	0	0.80	2	0.80	0.80	0.9	2	3	0.70	-0.70	0.50	0.50	0.40	-0.40	0.50	0.41	0.41	-0.40	0.40	-0.27	-0.3	0.27	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.84
3150	C001716	003	0	0.50	1	0.50	0.50	0.5	1	1	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	-0.50	-0.5	0.50	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	1.04
3151	C001717	003	0	2.80	4	3.50	3.50	3.7	7	7	0.90	-0.90	0.71	0.71	0.70	-0.70	0.56	0.56	0.56	-0.30	0.50	-0.30	-0.3	0.50	0.70	3	0.20	0.30	0.24	0.24	0.23	0.23	0.68
3152	C001718	003	0	0.00	0	0.60	0.60	0.7	2	2	0.40	0.20	0.00	0.00	0.00	0.00	0.32	0.32	0.32	0.30	0.30	0.30	0.3	0.30	0.60	2	0.20	0.40	0.32	0.32	0.30	0.30	0.66
3153	C001719	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.07
3154	C001720	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.25
3155	C001721	003	0	0.90	3	0.90	0.90	1.1	3	4	0.40	-0.40	0.31	0.31	0.30	-0.30	0.31	0.27	0.27	-0.30	0.30	-0.23	-0.2	0.23	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.72
3156	C001722	003	0	0.40	2	1.40	1.40	2	6	11	0.30	-0.30	0.22	0.22	0.20	-0.20	0.25	0.19	0.19	0.10	0.23	0.05	0	0.13	1.00	4	0.00	0.30	0.26	0.26	0.25	0.25	0.43
3157	C001723	003	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.77
3158	C001724	003	0	0.00	0	0.40	0.40	0.5	2	3	0.20	0.00	0.00	0.00	0.00	0.00	0.20	0.16	0.16	0.20	0.20	0.13	0.1	0.13	0.40	2	0.00	0.20	0.20	0.20	0.20	0.20	0.65
3159	C001725	003	0	0.10	1	0.20	0.20	0.3	2	4	0.10	-0.10	0.10	0.10	0.10	-0.10	0.10	0.07	0.07	0.00	0.10	0.00	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.58
3160	C001726	003	0	0.40	2	0.40	0.40	0.5	2	2	0.30	-0.30	0.22	0.22	0.20	-0.20	0.22	0.22	0.22	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.58
3161	C001727	003	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.79
3162	C001728	003	0	0.80	2	0.90	0.90	1	3	3	0.60	-0.60	0.45	0.45	0.40	-0.40	0.37	0.37	0.37	-0.23	0.30	-0.23	-0.2	0.30	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.63
3163	C001729	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3164	C001730	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3165	C001731	003	0	0.30	1	1.10	1.10	1.2	2	2	0.80	-0.30	0.30	0.30	0.30	-0.30	0.60	0.60	0.60	0.25	0.55	0.25	0.2	0.55	0.80	1	0.30	0.80	0.80	0.80	0.80	0.80	0.60
3166	C001732	003	0	0.00	0	0.40	0.40	0.5	2	3	0.30	0.00	0.00	0.00	0.00	0.00	0.22	0.18	0.18	0.20	0.20	0.13	0.1	0.13	0.40	2	0.00	0.30	0.22	0.22	0.20	0.20	0.59
3167	C001733	003	0	0.00	0	0.10	0.10	0.1	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.78
3168	C001734	003	0	1.10	2	1.20	1.20	1.2	3	3	0.70	-0.70	0.57	0.57	0.55	-0.55	0.47	0.47	0.47	-0.33	0.40	-0.33	-0.3	0.40	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.69
3169	C001735	003	0	1.10	2	2.20	2.20	2.4	6	7	0.70	-0.70	0.57	0.57	0.55	-0.55	0.41	0.38	0.38	0.00	0.37	0.00	0	0.31	1.10	4	0.00	0.40	0.30	0.30	0.28	0.28	0.53
3170	C001736	003	0	0.50	1	0.50	0.50	0.5	1	2	0.50	-0.50	0.50	0.50	0.50	-0.50	0.50	0.35	0.35	-0.50	0.50	-0.25	-0.2	0.25	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.88
3171	C001737	003	0	0.00	0	0.60	0.60	0.6	1	1	0.60	0.60	0.00	0.00	0.00	0.00	0.60	0.60	0.60	0.60	0.60	0.60	0.6	0.60	0.60	1	0.60	0.60	0.60	0.60	0.60	0.60	1.12
3172	C001738	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3173	C001739	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.10
3174	C001740	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	0.86
3175	C001741	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.97
3176	C001742	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.21
3177	C001743	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.30
3178	C001744	003	0	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	1.18
3179	C001745	003	0	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	1.09
3180	C001746	003	0	0.10	1	0.30	0.30	0.3	2	2	0.20	-0.10	0.10	0.10	0.10	-0.10	0.16	0.16	0.16	0.05	0.15	0.05	0	0.15	0.20	1	0.10	0.20	0.20	0.20	0.20	0.20	0.76
3181	C001747	003	0	0.90	2	0.90	0.90	0.9	2	2	0.70	-0.70	0.51	0.51	0.45	-0.45	0.51	0.51	0.51	-0.45	0.45	-0.45	-0.4	0.45	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.80
3182	C001748	003	0	0.00	0	0.40	0.40	0.6	3	5	0.20	0.00	0.00	0.00	0.00	0.00	0.14	0.11	0.11	0.13	0.13	0.08	0.1	0.08	0.40	3	0.00	0.20	0.14	0.14	0.13	0.13	0.54
3183	C001749	003	0	0.00	0	0.10	0.10	0.2	1	2	0.10	0.00	0.00	0.00	0.00	0.00	0.10	0.07	0.07	0.10	0.10	0.05	0	0.05	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.74
3184	C001750	003	0	0.10	1	0.70	0.70	0.7	3	3	0.50	-0.10	0.10	0.10	0.10	-0.10	0.30	0.30	0.30	0.17	0.23	0.17	0.1	0.23	0.60	2	0.10	0.50	0.36	0.36	0.30	0.30	0.58
3185	C001751	003	0	0.80	2	0.80	0.80	0.8	2	2	0.70	-0.70	0.50	0.50	0.40	-0.40	0.50	0.50	0.50	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.73
3186	C001752	003	0	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.17
3187	C001753	003	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	1.10
3188	C001754	003	0	0.00	0	0.00	0.00	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3189	C001755	003	0	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	0.70
3190	C001756	003	0	0.00	0	0.40	0.40	0.4	1	1	0.40	0.40	0.00	0.00	0.00	0.00	0.40	0.40	0.40	0.40	0.40	0.40	0.4	0.40	0.40	1	0.40	0.40	0.40	0.40	0.40	0.40	0.93
3191	C001757	003	0	0.00	0	0.20	0.20	0.2	1	1	0.20	0.20	0.00	0.00	0.00	0.00	0.20	0.20	0.20	0.20	0.20	0.20	0.2	0.20	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.98
