#Seq	Imp_val	m_sum_neg	c_neg	m_sum_all	m_sum_nzr	Mag	c_nzr	c_all	m_max	s_min	m_sdv_neg	s_sdv_neg	m_avg_neg	s_avg_neg	s_sdv_nzr	m_sdv_all	s_sdv_all	s_avg_nzr	m_avg_nzr	s_avg_all	Sc	m_avg_all	m_sum_pos	c_pos	m_min	s_max	m_sdv_pos	s_sdv_pos	m_avg_pos	s_avg_pos	m_sdv_nzr
1013	1	0.20	1	0.20	0.20	0.3	1	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.14	0.14	-0.20	0.20	-0.10	-0.1	0.10	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.91
1014	1	2.20	3	2.30	2.30	2.5	4	5	0.80	-0.80	0.74	0.74	0.73	-0.73	0.64	0.57	0.57	-0.53	0.58	-0.42	-0.4	0.46	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.80
1016	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.10
1017	1	0.40	2	0.40	0.40	0.5	2	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	0.20	0.20	-0.20	0.20	-0.20	-0.2	0.20	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.77
1018	1	0.60	1	0.80	0.80	0.9	2	4	0.60	-0.60	0.60	0.60	0.60	-0.60	0.45	0.32	0.32	-0.20	0.40	-0.10	0	0.20	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.76
1019	1	2.60	6	3.40	3.40	3.8	8	8	0.80	-0.80	0.48	0.48	0.43	-0.43	0.47	0.47	0.47	-0.23	0.43	-0.23	-0.2	0.43	0.80	2	0.20	0.60	0.45	0.45	0.40	0.40	0.57
1021	1	3.20	4	3.50	3.50	3.6	5	5	0.90	-0.90	0.81	0.81	0.80	-0.80	0.74	0.74	0.74	-0.58	0.70	-0.58	-0.6	0.70	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.86
1022	1	2.30	3	2.70	2.70	2.9	6	6	0.90	-0.90	0.77	0.77	0.77	-0.77	0.56	0.56	0.56	-0.32	0.45	-0.32	-0.3	0.45	0.40	3	0.10	0.20	0.14	0.14	0.13	0.13	0.67
1023	1	4.40	8	4.80	4.80	5.2	9	11	0.90	-0.90	0.60	0.60	0.55	-0.55	0.58	0.53	0.53	-0.44	0.53	-0.36	-0.3	0.44	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.65
1024	1	0.20	1	0.30	0.30	0.3	2	2	0.20	-0.20	0.20	0.20	0.20	-0.20	0.16	0.16	0.16	-0.05	0.15	-0.05	0	0.15	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.59
1026	1	3.40	8	3.90	3.90	4.3	9	9	0.60	-0.60	0.45	0.45	0.43	-0.43	0.46	0.46	0.46	-0.32	0.43	-0.32	-0.3	0.43	0.50	1	0.10	0.50	0.50	0.50	0.50	0.50	0.52
1027	1	2.60	8	2.80	2.80	3.3	9	10	0.60	-0.60	0.37	0.37	0.33	-0.33	0.36	0.34	0.34	-0.27	0.31	-0.24	-0.2	0.28	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.43
1029	1	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.20
1030	1	0.60	2	1.30	1.30	1.4	4	5	0.50	-0.40	0.32	0.32	0.30	-0.30	0.35	0.31	0.31	0.02	0.33	0.02	0	0.26	0.70	2	0.00	0.50	0.38	0.38	0.35	0.35	0.65
1031	1	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.90
1032	1	1.70	4	1.70	1.70	2	4	5	0.70	-0.70	0.48	0.48	0.42	-0.42	0.48	0.43	0.43	-0.42	0.42	-0.34	-0.4	0.34	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.68
1033	1	0.00	0	0.30	0.30	0.4	2	2	0.20	0.10	0.00	0.00	0.00	0.00	0.16	0.16	0.16	0.15	0.15	0.15	0.2	0.15	0.30	2	0.10	0.20	0.16	0.16	0.15	0.15	0.60
1034	1	2.00	3	2.00	2.00	2.2	3	3	0.90	-0.90	0.69	0.69	0.67	-0.67	0.69	0.69	0.69	-0.67	0.67	-0.67	-0.7	0.67	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.82
1035	1	0.40	2	0.70	0.70	0.9	3	3	0.30	-0.30	0.22	0.22	0.20	-0.20	0.25	0.25	0.25	-0.03	0.23	-0.03	0	0.23	0.30	1	0.10	0.30	0.30	0.30	0.30	0.30	0.58
1036	1	5.40	8	6.80	6.80	7.4	13	15	0.90	-0.90	0.71	0.71	0.67	-0.67	0.61	0.56	0.56	-0.31	0.52	-0.27	-0.2	0.45	1.40	5	0.00	0.80	0.39	0.39	0.28	0.28	0.64
1037	1	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.90
1038	1	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.99
1039	1	0.40	1	0.70	0.70	0.8	2	3	0.40	-0.40	0.40	0.40	0.40	-0.40	0.35	0.29	0.29	-0.05	0.35	-0.03	0	0.23	0.30	1	0.00	0.30	0.30	0.30	0.30	0.30	0.79
1040	1	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.97
1041	1	1.30	3	2.00	2.00	2.1	5	5	0.70	-0.70	0.50	0.50	0.43	-0.43	0.47	0.47	0.47	-0.12	0.40	-0.12	-0.1	0.40	0.70	2	0.10	0.60	0.43	0.43	0.35	0.35	0.65
1042	1	1.50	2	1.50	1.50	1.5	2	2	0.90	-0.90	0.76	0.76	0.75	-0.75	0.76	0.76	0.76	-0.75	0.75	-0.75	-0.7	0.75	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.95
1044	1	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.17
1045	1	2.80	6	2.80	2.80	2.9	6	6	0.90	-0.90	0.54	0.54	0.47	-0.47	0.54	0.54	0.54	-0.47	0.47	-0.47	-0.4	0.47	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.69
1047	1	6.10	11	6.50	6.50	7.4	12	15	0.90	-0.90	0.60	0.60	0.55	-0.55	0.59	0.53	0.53	-0.48	0.54	-0.38	-0.4	0.43	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.63
1048	1	2.70	6	2.90	2.90	3.3	7	8	0.80	-0.80	0.50	0.50	0.45	-0.45	0.47	0.44	0.44	-0.36	0.41	-0.31	-0.3	0.36	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.56
1049	1	1.40	3	1.60	1.60	1.8	4	4	0.70	-0.70	0.54	0.54	0.47	-0.47	0.47	0.47	0.47	-0.30	0.40	-0.30	-0.3	0.40	0.20	1	0.10	0.20	0.20	0.20	0.20	0.20	0.60
1050	1	0.00	0	0.60	0.60	0.6	2	3	0.40	0.00	0.00	0.00	0.00	0.00	0.32	0.26	0.26	0.30	0.30	0.20	0.2	0.20	0.60	2	0.00	0.40	0.32	0.32	0.30	0.30	0.63
1051	1	4.20	7	4.20	4.20	4.8	7	9	0.90	-0.90	0.66	0.66	0.60	-0.60	0.66	0.58	0.58	-0.60	0.60	-0.47	-0.5	0.47	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.73
1052	1	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.24
1053	1	2.30	3	3.10	3.10	3.4	6	7	0.80	-0.80	0.77	0.77	0.77	-0.77	0.58	0.53	0.53	-0.25	0.52	-0.21	-0.2	0.44	0.80	3	0.00	0.30	0.27	0.27	0.27	0.27	0.73
1054	1	1.30	2	1.80	1.80	1.8	3	3	0.70	-0.70	0.65	0.65	0.65	-0.65	0.61	0.61	0.61	-0.27	0.60	-0.27	-0.2	0.60	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	0.78
1055	1	0.80	1	1.30	1.30	1.4	2	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.67	0.67	0.67	-0.15	0.65	-0.15	-0.1	0.65	0.50	1	0.50	0.50	0.50	0.50	0.50	0.50	0.91
1057	1	2.40	5	3.20	3.20	3.3	7	7	0.70	-0.70	0.50	0.50	0.48	-0.48	0.49	0.49	0.49	-0.23	0.46	-0.23	-0.2	0.46	0.80	2	0.20	0.60	0.45	0.45	0.40	0.40	0.49
1058	1	0.90	2	1.30	1.30	1.4	4	4	0.80	-0.80	0.57	0.57	0.45	-0.45	0.43	0.43	0.43	-0.12	0.33	-0.12	-0.1	0.33	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.56
1060	1	1.10	3	1.60	1.60	1.8	4	4	0.50	-0.40	0.37	0.37	0.37	-0.37	0.41	0.41	0.41	-0.15	0.40	-0.15	-0.1	0.40	0.50	1	0.30	0.50	0.50	0.50	0.50	0.50	0.61
1061	1	2.90	7	3.90	3.90	4.4	10	10	0.60	-0.60	0.44	0.44	0.41	-0.41	0.42	0.42	0.42	-0.19	0.39	-0.19	-0.2	0.39	1.00	3	0.10	0.50	0.36	0.36	0.33	0.33	0.49
1062	1	2.20	3	2.20	2.20	2.3	3	3	0.80	-0.80	0.74	0.74	0.73	-0.73	0.74	0.74	0.74	-0.73	0.73	-0.73	-0.7	0.73	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.84
1063	1	3.80	7	3.80	3.80	4.3	7	10	0.80	-0.80	0.57	0.57	0.54	-0.54	0.57	0.48	0.48	-0.54	0.54	-0.38	-0.4	0.38	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.67
1064	1	1.90	3	1.90	1.90	1.9	3	3	0.90	-0.90	0.70	0.70	0.63	-0.63	0.70	0.70	0.70	-0.63	0.63	-0.63	-0.6	0.63	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.85
1065	1	6.50	12	7.10	7.10	7.9	15	16	0.80	-0.80	0.58	0.58	0.54	-0.54	0.53	0.51	0.51	-0.39	0.47	-0.37	-0.3	0.44	0.60	3	0.00	0.30	0.22	0.22	0.20	0.20	0.58
1066	1	1.90	3	2.00	2.00	2.1	4	4	0.90	-0.90	0.70	0.70	0.63	-0.63	0.61	0.61	0.61	-0.45	0.50	-0.45	-0.4	0.50	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.72
1067	1	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.90
1068	1	0.80	1	0.80	0.80	0.8	1	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.57	0.57	-0.80	0.80	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.24
1069	1	5.10	6	5.30	5.30	5.6	7	9	0.90	-0.90	0.85	0.85	0.85	-0.85	0.79	0.70	0.70	-0.70	0.76	-0.54	-0.5	0.59	0.20	1	0.00	0.20	0.20	0.20	0.20	0.20	0.90
1070	1	1.60	4	2.40	2.40	2.7	5	5	0.80	-0.70	0.45	0.45	0.40	-0.40	0.54	0.54	0.54	-0.16	0.48	-0.16	-0.1	0.48	0.80	1	0.10	0.80	0.80	0.80	0.80	0.80	0.69
1071	1	1.10	2	1.10	1.10	1.2	2	2	0.90	-0.90	0.65	0.65	0.55	-0.55	0.65	0.65	0.65	-0.55	0.55	-0.55	-0.6	0.55	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.88
1073	1	2.80	6	3.10	3.10	3.3	7	7	0.60	-0.60	0.48	0.48	0.47	-0.47	0.46	0.46	0.46	-0.36	0.44	-0.36	-0.3	0.44	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.63
1074	1	7.10	10	7.10	7.10	7.6	10	10	0.80	-0.80	0.72	0.72	0.71	-0.71	0.72	0.72	0.72	-0.71	0.71	-0.71	-0.7	0.71	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.76
1075	1	0.00	0	0.10	0.10	0.1	1	1	0.10	0.10	0.00	0.00	0.00	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.1	0.10	0.10	1	0.10	0.10	0.10	0.10	0.10	0.10	0.88
1076	1	0.10	1	0.60	0.60	0.6	2	2	0.50	-0.10	0.10	0.10	0.10	-0.10	0.36	0.36	0.36	0.20	0.30	0.20	0.2	0.30	0.50	1	0.10	0.50	0.50	0.50	0.50	0.50	0.75
1077	1	2.20	4	2.30	2.30	2.6	5	7	0.80	-0.80	0.59	0.59	0.55	-0.55	0.53	0.45	0.45	-0.42	0.46	-0.30	-0.3	0.33	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.65
1078	1	1.40	3	1.40	1.40	1.6	3	5	0.70	-0.70	0.50	0.50	0.47	-0.47	0.50	0.38	0.38	-0.47	0.47	-0.28	-0.3	0.28	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.68
1079	1	2.50	4	2.90	2.90	3.2	6	6	0.90	-0.90	0.70	0.70	0.62	-0.62	0.58	0.58	0.58	-0.35	0.48	-0.35	-0.3	0.48	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.67
1080	1	2.40	6	2.80	2.80	3.3	7	7	0.60	-0.60	0.43	0.43	0.40	-0.40	0.43	0.43	0.43	-0.29	0.40	-0.29	-0.3	0.40	0.40	1	0.10	0.40	0.40	0.40	0.40	0.40	0.53
1082	1	2.40	4	2.40	2.40	2.6	4	4	0.90	-0.90	0.63	0.63	0.60	-0.60	0.63	0.63	0.63	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.75
1084	1	1.90	3	1.90	1.90	2.2	3	4	0.70	-0.70	0.64	0.64	0.63	-0.63	0.64	0.55	0.55	-0.63	0.63	-0.47	-0.5	0.47	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.84
1085	1	7.40	11	7.60	7.60	8.1	12	12	0.90	-0.90	0.70	0.70	0.67	-0.67	0.67	0.67	0.67	-0.60	0.63	-0.60	-0.6	0.63	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.72
1086	1	1.20	3	1.80	1.80	2	5	5	0.60	-0.60	0.45	0.45	0.40	-0.40	0.42	0.42	0.42	-0.12	0.36	-0.12	-0.1	0.36	0.60	2	0.10	0.50	0.36	0.36	0.30	0.30	0.57
1087	1	6.80	11	7.10	7.10	7.8	13	17	0.90	-0.90	0.67	0.67	0.62	-0.62	0.62	0.54	0.54	-0.50	0.55	-0.38	-0.4	0.42	0.30	2	0.00	0.20	0.16	0.16	0.15	0.15	0.65
1088	1	0.20	1	0.70	0.70	0.8	2	3	0.50	-0.20	0.20	0.20	0.20	-0.20	0.38	0.31	0.31	0.15	0.35	0.10	0.1	0.23	0.50	1	0.00	0.50	0.50	0.50	0.50	0.50	0.69
1089	1	0.20	1	1.40	1.40	1.5	3	5	0.60	-0.20	0.20	0.20	0.20	-0.20	0.50	0.39	0.39	0.33	0.47	0.20	0.2	0.28	1.20	2	0.00	0.60	0.60	0.60	0.60	0.60	0.69
1090	1	2.50	5	2.50	2.50	2.8	5	7	0.80	-0.80	0.56	0.56	0.50	-0.50	0.56	0.47	0.47	-0.50	0.50	-0.36	-0.3	0.36	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.67
1091	1	1.30	2	1.70	1.70	1.9	4	4	0.80	-0.80	0.67	0.67	0.65	-0.65	0.49	0.49	0.49	-0.23	0.42	-0.23	-0.2	0.42	0.40	2	0.20	0.20	0.20	0.20	0.20	0.20	0.64
1092	1	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.13
1094	1	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.16
1095	1	0.80	2	1.00	1.00	1.1	3	3	0.40	-0.40	0.40	0.40	0.40	-0.40	0.35	0.35	0.35	-0.20	0.33	-0.20	-0.2	0.33	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.71
1096	1	1.60	2	1.60	1.60	1.6	2	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.00
1097	1	1.40	3	1.40	1.40	1.5	3	3	0.80	-0.80	0.55	0.55	0.47	-0.47	0.55	0.55	0.55	-0.47	0.47	-0.47	-0.5	0.47	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.80
1098	1	1.70	3	1.70	1.70	1.8	3	3	0.90	-0.90	0.66	0.66	0.57	-0.57	0.66	0.66	0.66	-0.57	0.57	-0.57	-0.6	0.57	0.00	0	0.10	-0.10	0.00	0.00	0.00	0.00	0.84
1099	1	2.00	3	2.00	2.00	2.1	3	3	0.80	-0.80	0.69	0.69	0.67	-0.67	0.69	0.69	0.69	-0.67	0.67	-0.67	-0.7	0.67	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.87
1100	1	3.60	6	4.00	4.00	4.4	8	8	0.80	-0.80	0.61	0.61	0.60	-0.60	0.54	0.54	0.54	-0.40	0.50	-0.40	-0.4	0.50	0.40	2	0.10	0.30	0.22	0.22	0.20	0.20	0.64
1101	1	0.90	1	0.90	0.90	0.9	1	1	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.20
1102	1	1.10	3	1.20	1.20	1.5	4	5	0.80	-0.80	0.48	0.48	0.37	-0.37	0.42	0.37	0.37	-0.25	0.30	-0.20	-0.2	0.24	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.69
1103	1	0.60	1	0.90	0.90	1	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.47	0.47	0.47	-0.15	0.45	-0.15	-0.1	0.45	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.75
1105	1	2.80	6	5.80	5.80	6.4	12	14	0.80	-0.70	0.51	0.51	0.47	-0.47	0.53	0.49	0.49	0.02	0.48	0.01	0	0.41	3.00	6	0.00	0.80	0.55	0.55	0.50	0.50	0.57
1106	1	0.60	1	0.60	0.60	0.6	1	1	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.60	-0.60	0.00	0.00	0.00	0.00	0.97
1107	1	0.70	1	0.70	0.70	0.7	1	1	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	0.70	0.70	-0.70	0.70	-0.70	-0.7	0.70	0.00	0	0.70	-0.70	0.00	0.00	0.00	0.00	1.21
1108	1	2.10	3	3.10	3.10	3.3	5	5	0.90	-0.90	0.73	0.73	0.70	-0.70	0.65	0.65	0.65	-0.22	0.62	-0.22	-0.2	0.62	1.00	2	0.40	0.50	0.50	0.50	0.50	0.50	0.81
1109	1	0.60	1	0.90	0.90	0.9	2	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.47	0.47	0.47	-0.15	0.45	-0.15	-0.1	0.45	0.30	1	0.30	0.30	0.30	0.30	0.30	0.30	0.80
1110	1	2.10	3	2.10	2.10	2.3	3	4	0.90	-0.90	0.73	0.73	0.70	-0.70	0.73	0.63	0.63	-0.70	0.70	-0.53	-0.5	0.53	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.90
1111	1	7.50	13	7.80	7.80	8.4	14	14	0.90	-0.90	0.63	0.63	0.58	-0.58	0.61	0.61	0.61	-0.51	0.56	-0.51	-0.5	0.56	0.30	1	0.10	0.30	0.30	0.30	0.30	0.30	0.66
1112	1	5.20	9	5.70	5.70	6.1	10	10	0.90	-0.90	0.65	0.65	0.58	-0.58	0.64	0.64	0.64	-0.47	0.57	-0.47	-0.5	0.57	0.50	1	0.10	0.50	0.50	0.50	0.50	0.50	0.69
1114	1	1.80	2	1.80	1.80	1.8	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	0.90	0.90	-0.90	0.90	-0.90	-0.9	0.90	0.00	0	0.90	-0.90	0.00	0.00	0.00	0.00	1.02
1115	1	1.40	3	2.50	2.50	2.7	5	5	0.80	-0.80	0.55	0.55	0.47	-0.47	0.55	0.55	0.55	-0.06	0.50	-0.06	0	0.50	1.10	2	0.10	0.60	0.55	0.55	0.55	0.55	0.71
1116	1	0.30	1	0.30	0.30	0.3	1	1	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	0.30	0.30	-0.30	0.30	-0.30	-0.3	0.30	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.90
1117	1	1.10	2	1.50	1.50	1.8	3	5	0.90	-0.90	0.65	0.65	0.55	-0.55	0.58	0.45	0.45	-0.23	0.50	-0.14	-0.1	0.30	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.80
1118	1	0.90	1	1.90	1.90	2.1	3	4	0.90	-0.90	0.90	0.90	0.90	-0.90	0.74	0.64	0.64	0.03	0.63	0.02	0	0.47	1.00	2	0.00	0.90	0.64	0.64	0.50	0.50	0.90
1119	1	2.80	5	2.80	2.80	3	5	7	0.90	-0.90	0.63	0.63	0.56	-0.56	0.63	0.53	0.53	-0.56	0.56	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.76
1120	1	0.80	1	0.80	0.80	0.9	1	2	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.57	0.57	-0.80	0.80	-0.40	-0.4	0.40	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.18
1121	1	1.10	2	1.10	1.10	1.2	2	2	0.80	-0.80	0.60	0.60	0.55	-0.55	0.60	0.60	0.60	-0.55	0.55	-0.55	-0.6	0.55	0.00	0	0.30	-0.30	0.00	0.00	0.00	0.00	0.98
1122	1	1.90	3	1.90	1.90	2.1	3	4	0.80	-0.80	0.65	0.65	0.63	-0.63	0.65	0.56	0.56	-0.63	0.63	-0.47	-0.5	0.47	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.86
1123	1	0.90	1	1.10	1.10	1.2	2	2	0.90	-0.90	0.90	0.90	0.90	-0.90	0.65	0.65	0.65	-0.35	0.55	-0.35	-0.3	0.55	0.20	1	0.20	0.20	0.20	0.20	0.20	0.20	0.93
1124	1	3.10	5	4.30	4.30	4.6	8	8	0.90	-0.90	0.66	0.66	0.62	-0.62	0.60	0.60	0.60	-0.24	0.54	-0.24	-0.2	0.54	1.20	3	0.10	0.80	0.50	0.50	0.40	0.40	0.69
1125	1	0.70	3	0.70	0.70	0.8	3	3	0.30	-0.30	0.24	0.24	0.23	-0.23	0.24	0.24	0.24	-0.23	0.23	-0.23	-0.2	0.23	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.54
1126	1	4.20	6	4.60	4.60	4.9	7	7	0.90	-0.90	0.75	0.75	0.70	-0.70	0.71	0.71	0.71	-0.54	0.66	-0.54	-0.5	0.66	0.40	1	0.20	0.40	0.40	0.40	0.40	0.40	0.76
1127	1	0.40	1	0.40	0.40	0.4	1	1	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	0.40	0.40	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.40	-0.40	0.00	0.00	0.00	0.00	0.96
1128	1	0.50	1	0.90	0.90	1	2	4	0.50	-0.50	0.50	0.50	0.50	-0.50	0.45	0.32	0.32	-0.05	0.45	-0.02	0	0.23	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.83
1129	1	1.80	3	1.80	1.80	1.9	3	3	0.70	-0.70	0.61	0.61	0.60	-0.60	0.61	0.61	0.61	-0.60	0.60	-0.60	-0.6	0.60	0.00	0	0.50	-0.50	0.00	0.00	0.00	0.00	0.80
1130	1	0.80	2	0.80	0.80	0.8	2	2	0.60	-0.60	0.45	0.45	0.40	-0.40	0.45	0.45	0.45	-0.40	0.40	-0.40	-0.4	0.40	0.00	0	0.20	-0.20	0.00	0.00	0.00	0.00	0.78
1131	1	4.30	10	4.70	4.70	5.4	11	13	0.80	-0.80	0.48	0.48	0.43	-0.43	0.48	0.44	0.44	-0.35	0.43	-0.30	-0.3	0.36	0.40	1	0.00	0.40	0.40	0.40	0.40	0.40	0.55
1132	1	1.40	3	2.40	2.40	2.6	6	7	0.80	-0.80	0.55	0.55	0.47	-0.47	0.49	0.45	0.45	-0.07	0.40	-0.06	0	0.34	1.00	3	0.00	0.70	0.42	0.42	0.33	0.33	0.58
1133	1	0.00	0	1.40	1.40	1.5	3	4	0.90	0.00	0.00	0.00	0.00	0.00	0.57	0.49	0.49	0.47	0.47	0.35	0.3	0.35	1.40	3	0.00	0.90	0.57	0.57	0.47	0.47	0.72
1134	1	1.60	2	1.70	1.70	1.9	3	5	0.80	-0.80	0.80	0.80	0.80	-0.80	0.66	0.51	0.51	-0.50	0.57	-0.30	-0.2	0.34	0.10	1	0.00	0.10	0.10	0.10	0.10	0.10	0.82
1135	1	1.40	4	2.50	2.50	2.6	6	6	0.80	-0.50	0.37	0.37	0.35	-0.35	0.46	0.46	0.46	-0.05	0.42	-0.05	0	0.42	1.10	2	0.20	0.80	0.60	0.60	0.55	0.55	0.59
1136	1	1.90	3	2.30	2.30	2.5	6	6	0.90	-0.90	0.67	0.67	0.63	-0.63	0.48	0.48	0.48	-0.25	0.38	-0.25	-0.2	0.38	0.40	3	0.10	0.20	0.14	0.14	0.13	0.13	0.57
1137	1	0.80	1	0.80	0.80	0.8	1	1	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	0.80	0.80	-0.80	0.80	-0.80	-0.8	0.80	0.00	0	0.80	-0.80	0.00	0.00	0.00	0.00	1.10
1138	1	0.60	1	0.60	0.60	0.6	1	2	0.60	-0.60	0.60	0.60	0.60	-0.60	0.60	0.42	0.42	-0.60	0.60	-0.30	-0.3	0.30	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	1.21
1139	1	1.90	4	1.90	1.90	2.2	4	5	0.70	-0.70	0.51	0.51	0.47	-0.47	0.51	0.46	0.46	-0.47	0.47	-0.38	-0.4	0.38	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.75
